Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share
diamond womens wedding band,USD,1000,-32%,-32%,High,100,1.23,4.00,39%
pear engagement ring with wedding band,USD,1000,-23%,-23%,High,100,1.75,4.55,1%
wide gold wedding bands,USD,1000,-23%,14%,High,100,0.71,3.12,19%
mens wedding ring styles,USD,1000,-16%,60%,High,100,1.16,3.46,4%
ring bands for him,USD,1000,-18%,-18%,High,100,1.31,5.04,< 1%
3 ct ring,USD,1000,0%,39%,High,100,1.55,4.41,5%
turquoise diamond engagement ring,USD,1000,-23%,14%,High,100,1.30,3.40,3%
20 carat diamond,USD,1000,0%,0%,High,100,1.60,4.89,< 1%
gay wedding bands,USD,1000,-12%,-32%,High,100,1.02,2.96,< 1%
sterling silver wedding ring sets,USD,1000,14%,-23%,High,100,0.55,2.28,5%
women's titanium wedding bands,USD,1000,0%,14%,High,100,0.75,2.62,2%
50000 engagement ring,USD,1000,-18%,0%,High,100,1.45,4.28,< 1%
rose gold diamond wedding ring,USD,1000,30%,30%,High,100,1.14,3.99,6%
asscher cut ring,USD,1000,-19%,48%,High,100,1.81,5.54,< 1%
lesbian wedding bands,USD,1000,-12%,0%,High,100,0.71,2.70,1%
pear cut,USD,1000,-23%,0%,High,97,2.42,7.80,< 1%
vintage white gold engagement rings,USD,1000,0%,0%,High,96,1.26,3.65,1%
vintage sapphire and diamond ring,USD,1000,0%,48%,High,100,0.57,2.44,< 1%
minimalist wedding band,USD,1000,0%,-38%,High,100,0.96,3.25,< 1%
14k wedding ring,USD,1000,0%,0%,High,100,0.85,3.50,11%
circle wedding rings,USD,1000,-12%,0%,High,100,1.34,4.21,1%
sapphire ring band,USD,1000,-23%,-23%,High,100,0.94,3.25,6%
mona moissanite,USD,1000,-64%,-46%,High,100,0.94,3.75,< 1%
3 carat,USD,1000,0%,14%,High,100,1.65,4.36,2%
new engagement ring,USD,1000,-46%,53%,High,100,1.95,5.96,2%
7 carat ring,USD,1000,0%,-38%,High,100,1.57,3.53,1%
mens jewellery online,USD,1000,55%,21%,High,90,1.49,4.62,
thick wedding band with diamonds,USD,1000,0%,-23%,High,100,1.15,3.45,19%
matching wedding bands for couples,USD,1000,-63%,0%,High,100,0.86,3.09,27%
diamond set wedding band,USD,1000,-58%,285%,High,95,1.61,6.06,17%
channel set,USD,1000,0%,14%,High,100,1.44,5.94,1%
best wedding bands for women,USD,1000,0%,-18%,High,100,1.46,4.41,6%
black and red wedding rings,USD,1000,-12%,-32%,High,100,0.83,2.49,< 1%
pear shaped wedding band set,USD,1000,-12%,-12%,High,100,1.07,4.21,2%
3 carat diamond ring on hand,USD,1000,-23%,-23%,High,100,2.00,15.49,6%
buy gold jewellery,USD,1000,14%,39%,High,100,1.62,6.49,< 1%
mens cross wedding band,USD,1000,-23%,0%,High,100,1.13,3.04,36%
moissanite mens wedding bands,USD,1000,-32%,0%,High,100,0.94,3.25,21%
gold plated mens ring,USD,1000,-12%,0%,High,100,0.66,2.13,< 1%
diamond engagement and wedding ring sets,USD,1000,-58%,285%,High,95,1.61,6.06,17%
gold wedding ring sets for women,USD,1000,30%,48%,High,100,0.68,3.07,34%
twilight engagement ring,USD,1000,-32%,0%,High,100,1.39,4.66,< 1%
best jewelry website,USD,1000,-12%,-12%,High,100,1.24,4.10,2%
lozenge cut diamond,USD,1000,-56%,233%,High,100,1.57,5.63,< 1%
3 piece bridal set,USD,1000,0%,-12%,High,100,1.00,4.00,33%
opal diamond,USD,1000,0%,0%,High,100,0.85,5.21,< 1%
wide silver band ring,USD,1000,-23%,-23%,High,100,0.27,1.41,
copper wedding ring,USD,1000,0%,-23%,High,100,0.73,2.86,< 1%
women black engagement rings,USD,1000,14%,0%,High,100,1.43,3.99,16%
1940s engagement rings,USD,1000,-23%,14%,High,100,0.48,2.65,< 1%
colored wedding rings,USD,1000,-12%,-12%,High,100,1.05,3.23,< 1%
chocolate diamond wedding set,USD,1000,0%,-12%,High,100,0.93,3.05,15%
sterling silver bridal ring sets,USD,1000,14%,-23%,High,100,0.55,2.28,5%
thunderfit silicone rings,USD,1000,0%,-33%,High,100,0.24,1.58,
heart diamonds,USD,1000,-23%,-38%,High,90,2.00,6.58,2%
antique wedding sets,USD,1000,0%,0%,High,100,0.73,2.11,5%
three piece wedding ring set,USD,1000,0%,-12%,High,100,1.00,4.00,33%
antique cut diamond,USD,1000,-23%,39%,High,100,1.27,7.00,< 1%
kylie jenner ring,USD,1000,-19%,0%,High,79,,,
plain gold wedding ring,USD,1000,-23%,0%,High,100,0.76,3.25,2%
diamond ring engagement set,USD,1000,-58%,285%,High,95,1.61,6.06,17%
angelina jolie engagement ring,USD,1000,-38%,0%,High,100,,,
inexpensive jewelry online,USD,1000,-12%,0%,High,100,0.77,5.59,< 1%
silicone wedding rings near me,USD,1000,-12%,-12%,High,100,0.39,2.65,
mens moissanite wedding rings,USD,1000,-32%,0%,High,100,0.94,3.25,21%
paris hilton engagement ring,USD,1000,-45%,0%,Medium,61,,,
turquoise and diamond wedding ring,USD,1000,-23%,14%,High,100,1.30,3.40,3%
3 piece bridal ring set,USD,1000,0%,-12%,High,100,1.00,4.00,33%
mens wedding rings tungsten carbide,USD,1000,-72%,14%,High,100,1.27,4.23,< 1%
tungsten carbide wedding bands for him,USD,1000,-72%,14%,High,100,1.27,4.23,< 1%
black and gold wedding band for him,USD,1000,-12%,-12%,High,100,1.42,3.96,2%
kim kardashian wedding ring,USD,1000,140%,85%,Medium,35,,,< 1%
lord of the rings wedding,USD,1000,-23%,-23%,Low,6,0.52,5.18,
women's gold wedding ring sets,USD,1000,30%,48%,High,100,0.68,3.07,34%
sterling silver wedding band sets,USD,1000,14%,-23%,High,100,0.55,2.28,5%
princess eugenie engagement ring,USD,1000,50%,0%,Medium,34,,,
titanium women's wedding bands,USD,1000,0%,14%,High,100,0.75,2.62,2%
gold womens wedding ring sets,USD,1000,30%,48%,High,100,0.68,3.07,34%
mila kunis wedding ring,USD,1000,-18%,-55%,High,95,,,1%
mens wedding ring with cross,USD,1000,-23%,0%,High,100,1.13,3.04,36%
popular jewelry store,USD,1000,-12%,0%,High,100,0.87,3.57,1%
classic mens wedding ring,USD,1000,-23%,14%,High,100,1.51,3.90,2%
black and red wedding bands,USD,1000,-12%,-32%,High,100,0.83,2.49,< 1%
chocolate diamond wedding band sets,USD,1000,0%,-12%,High,100,0.93,3.05,15%
cheap womens jewelry,USD,1000,0%,51%,High,100,1.00,3.61,< 1%
3 carrots ring,USD,1000,-32%,49%,High,100,1.54,5.19,< 1%
carolyn bessette kennedy engagement ring,USD,1000,-56%,-46%,Low,22,,,
jennifer lawrence engagement ring,USD,1000,-80%,-56%,Low,20,,,
lindsay lohan engagement ring,USD,1000,-71%,-64%,Low,11,,,
kate's engagement ring,USD,1000,0%,-47%,High,83,,,
matching couple wedding rings,USD,1000,-63%,0%,High,100,0.86,3.09,27%
gold wedding band sets for women,USD,1000,30%,48%,High,100,0.68,3.07,34%
wedding ring sets for women gold,USD,1000,30%,48%,High,100,0.68,3.07,34%
jennifer lopez wedding ring,USD,1000,-95%,-76%,Medium,39,,,
mens wedding bands with a cross,USD,1000,-23%,0%,High,100,1.13,3.04,36%
carolyn bessette engagement ring,USD,1000,-18%,84%,High,68,,,
angelina jolie wedding ring,USD,1000,-38%,0%,High,100,,,
mens classic wedding rings,USD,1000,-23%,14%,High,100,1.51,3.90,2%
three piece bridal set,USD,1000,0%,-12%,High,100,1.00,4.00,33%
amethyst wedding band set,USD,1000,-12%,0%,High,100,0.90,3.23,2%
vintage engagement and wedding ring set,USD,1000,0%,0%,High,100,0.73,2.11,5%
matching engagement bands,USD,1000,-12%,-12%,High,100,1.17,3.65,2%
engagement silver ring for men,USD,1000,0%,22%,High,100,1.10,2.89,< 1%
diamond engagement ring and wedding band set,USD,1000,-58%,285%,High,95,1.61,6.06,17%
mens wedding ring cross,USD,1000,-23%,0%,High,100,1.13,3.04,36%
indian gold jewelry store,USD,1000,0%,14%,High,80,0.33,1.97,< 1%
indian gold stores,USD,1000,0%,14%,High,80,0.33,1.97,< 1%
male wedding ring styles,USD,1000,-16%,60%,High,100,1.16,3.46,4%
three piece wedding set,USD,1000,0%,-12%,High,100,1.00,4.00,33%
mens wedding and,USD,1000,0%,0%,High,100,1.66,4.75,< 1%
priscilla presley wedding ring,USD,1000,-33%,-93%,Medium,39,,,
low price jewelry online,USD,1000,-12%,0%,High,100,0.77,5.59,< 1%
matching set wedding bands,USD,1000,-12%,-45%,High,100,0.96,3.37,15%
3 ct diamond ring on hand,USD,1000,-23%,-23%,High,100,2.00,15.49,6%
3 piece wedding band sets,USD,1000,0%,-12%,High,100,1.00,4.00,33%
antique wedding band set,USD,1000,0%,0%,High,100,0.73,2.11,5%
budget jewellery online,USD,1000,-12%,0%,High,100,0.77,5.59,< 1%
classic wedding ring men,USD,1000,-23%,14%,High,100,1.51,3.90,2%
cross wedding rings for men,USD,1000,-23%,0%,High,100,1.13,3.04,36%
princess cut with wedding band,USD,1000,-23%,0%,High,100,1.19,5.04,33%
the wedding present band,USD,1000,0%,48%,Low,1,0.39,1.20,
wedding b,USD,1000,-12%,-54%,Low,6,,,< 1%
wedding ring styles men,USD,1000,-16%,60%,High,100,1.16,3.46,4%
selling jewelry online,USD,880,0%,-12%,High,78,2.90,10.16,
vrai engagement rings,USD,880,-28%,-28%,High,100,1.00,8.17,< 1%
single diamond stud earring,USD,880,0%,0%,High,100,1.05,5.14,32%
platinum engagement rings for women,USD,880,0%,39%,High,89,1.70,5.00,8%
custom moissanite engagement rings,USD,880,-19%,0%,High,88,1.85,7.65,
oval hidden halo engagement ring,USD,880,0%,0%,High,100,2.47,9.55,1%
bridal sets on sale,USD,880,0%,-18%,High,100,0.63,3.83,60%
best moissanite engagement rings,USD,880,-34%,-34%,High,100,2.16,7.57,2%
damascus steel wedding band,USD,880,14%,0%,High,100,1.21,3.99,< 1%
lab grown 3 carat diamond,USD,880,-28%,0%,High,100,1.79,4.99,2%
cushion halo engagement ring,USD,880,-18%,-18%,High,100,1.89,6.60,12%
5 diamond ring,USD,880,0%,-12%,High,100,1.41,4.06,49%
wholesale diamond rings,USD,880,22%,-45%,Medium,59,1.94,8.05,58%
pear shaped diamond earrings,USD,880,-18%,-18%,High,100,1.36,6.19,14%
gay engagement rings,USD,880,0%,0%,High,100,1.47,4.28,< 1%
diamond drop earrings for women,USD,880,-18%,22%,High,100,1.00,4.81,7%
ideal cut diamond,USD,880,-28%,-18%,High,83,2.02,9.52,< 1%
black diamond hoop earrings,USD,880,-33%,-18%,High,100,0.53,3.11,32%
halo earrings,USD,880,0%,0%,High,100,1.41,4.77,8%
lab created diamond wedding sets,USD,880,-12%,0%,High,100,1.91,8.50,100%
build a wedding ring,USD,880,-70%,23%,High,92,2.22,5.21,1%
custom wedding bands for her,USD,880,-33%,-33%,High,100,1.82,4.63,2%
hammered wedding band,USD,880,0%,-12%,High,100,1.49,4.32,12%
lab grown diamond wedding sets,USD,880,-12%,0%,High,100,1.91,8.50,100%
moissanite solitaire ring,USD,880,0%,-12%,High,100,0.87,3.25,6%
3 carat lab diamond,USD,880,-28%,22%,High,100,1.69,4.65,2%
rose gold wedding bands for women,USD,880,-38%,14%,High,100,0.87,3.25,5%
princess diamond ring,USD,880,-12%,-32%,High,100,1.43,4.49,6%
moissanite pear engagement rings,USD,880,-28%,-18%,High,100,1.06,4.15,8%
black friday engagement ring sales,USD,880,256%,256%,Low,7,,,< 1%
oval diamond earrings,USD,880,-18%,0%,High,100,1.53,5.86,18%
comfort fit wedding bands,USD,880,0%,14%,High,100,1.59,6.12,2%
jewelry online shopping,USD,880,-56%,-34%,High,100,1.40,4.25,4%
rose gold pear engagement rings,USD,880,0%,0%,High,100,2.00,6.01,< 1%
tw diamond,USD,880,-18%,-18%,High,100,0.85,5.29,11%
lesbian engagement rings,USD,880,0%,0%,High,99,0.92,2.79,< 1%
custom wedding rings for her,USD,880,-33%,-33%,High,100,1.82,4.63,2%
handmade engagement rings,USD,880,-18%,0%,High,100,1.21,4.70,< 1%
blue diamond stud earrings,USD,880,0%,-19%,High,100,1.06,4.91,100%
pre engagement ring,USD,880,14%,69%,High,100,0.99,3.11,< 1%
catbird engagement rings,USD,880,-18%,0%,High,100,0.03,3.30,
lab grown diamond chain,USD,880,0%,69%,High,100,1.24,4.03,4%
rectangle diamond engagement ring,USD,880,-28%,-28%,High,100,2.00,5.45,2%
thin gold wedding band,USD,880,-41%,-33%,High,100,0.88,3.25,< 1%
thin diamond wedding band,USD,880,-28%,-18%,High,100,1.13,3.99,5%
titanium engagement rings,USD,880,0%,0%,High,100,1.11,3.60,3%
tension set diamond ring,USD,880,-33%,-18%,High,100,1.50,4.49,2%
moissanite loose stones,USD,880,-18%,-18%,High,100,0.72,2.69,
pear shaped moissanite ring,USD,880,-18%,-33%,High,100,0.89,3.25,12%
5mm mens wedding band,USD,880,-12%,0%,High,100,1.77,4.48,8%
long diamond earrings,USD,880,0%,-12%,High,100,0.99,3.97,2%
best cheap jewelry websites,USD,880,22%,-12%,High,100,0.51,4.55,3%
3 carat diamond ring lab grown,USD,880,-18%,85%,High,100,1.88,5.27,12%
dainty diamond ring,USD,880,-12%,0%,High,100,0.95,3.23,1%
square halo engagement rings,USD,880,-18%,-33%,High,100,1.35,4.00,5%
18k wedding band,USD,880,0%,0%,High,100,1.31,4.34,4%
kendra scott engagement rings,USD,880,-19%,-19%,High,100,0.15,2.76,< 1%
twig engagement ring,USD,880,-18%,0%,Medium,54,1.22,6.12,< 1%
curved diamond wedding band,USD,880,-18%,22%,High,100,1.36,4.77,38%
lord of the rings engagement ring,USD,880,0%,-18%,High,100,0.58,3.28,< 1%
starburst engagement ring,USD,880,-18%,0%,High,100,1.53,4.65,< 1%
20k engagement ring,USD,880,-18%,-18%,High,100,1.64,4.09,< 1%
harry potter engagement ring,USD,880,-18%,-33%,High,99,0.56,2.78,< 1%
diamond ring company,USD,880,0%,22%,High,95,2.14,10.58,2%
white gold band ring,USD,880,0%,-28%,High,100,0.93,3.00,2%
2 carat earrings,USD,880,0%,22%,High,100,1.27,4.32,53%
certified diamond,USD,880,48%,81%,Medium,54,1.50,6.75,< 1%
trillion cut diamond ring,USD,880,0%,0%,High,100,1.28,3.98,< 1%
1000 engagement ring,USD,880,-18%,50%,High,100,1.50,4.93,10%
18k gold band,USD,880,-18%,0%,High,100,1.00,3.25,2%
indian gold jewelry online,USD,880,-18%,-18%,High,100,0.41,1.57,1%
popular mens wedding bands,USD,880,-28%,-18%,High,100,1.38,4.38,< 1%
diamond cluster engagement ring,USD,880,0%,0%,High,100,1.67,5.16,8%
vvs2 diamond,USD,880,0%,69%,High,97,1.25,5.52,3%
black diamond promise ring,USD,880,-46%,-18%,High,97,0.76,3.16,28%
2.5 carat engagement ring,USD,880,0%,-28%,High,100,2.00,5.03,9%
white gold wedding bands for her,USD,880,0%,108%,High,100,0.73,2.99,13%
rose gold opal engagement ring,USD,880,-28%,-28%,High,100,1.43,3.41,< 1%
3ct moissanite ring,USD,880,-18%,-18%,High,100,0.81,2.93,16%
5mm platinum wedding band,USD,880,-84%,24%,High,100,2.63,10.07,30%
best diamond jewelers,USD,880,-18%,-75%,High,100,2.41,13.21,< 1%
2.5 carat emerald cut diamond ring,USD,880,0%,14%,High,100,1.97,5.19,< 1%
1.7 carat diamond ring,USD,880,-18%,-18%,High,100,1.51,5.27,1%
beautiful diamond rings,USD,880,0%,0%,High,100,1.59,3.96,2%
vintage diamond earrings,USD,880,0%,0%,High,100,0.65,2.09,3%
emerald cut diamond wedding band,USD,880,-45%,0%,High,100,1.73,5.72,3%
round brilliant cut diamond ring,USD,880,-23%,69%,High,100,1.57,5.05,2%
princess cut solitaire engagement ring,USD,880,-23%,14%,High,100,2.00,7.25,5%
wedding bands for her,USD,880,-18%,-33%,High,100,1.23,4.28,2%
engagement rings for women princess cut,USD,880,22%,22%,High,100,1.54,4.92,13%
traxnyc diamond jewelry,USD,880,-28%,50%,High,92,1.31,3.86,8%
5ct engagement ring,USD,880,-12%,49%,High,100,2.00,5.69,17%
the diamond ring company,USD,880,0%,22%,High,86,1.97,7.25,2%
milgrain engagement ring,USD,880,-32%,49%,High,100,2.00,6.01,< 1%
braided wedding band,USD,880,-28%,-18%,High,100,1.10,3.62,2%
platinum diamond band,USD,880,-12%,22%,High,100,1.51,5.39,7%
oval promise rings,USD,880,-33%,0%,High,100,0.71,2.61,< 1%
witchy engagement rings,USD,880,-18%,-18%,High,100,0.75,2.92,
unique moissanite engagement rings,USD,880,-33%,-33%,High,100,0.83,3.60,< 1%
rose gold moissanite engagement rings,USD,880,-18%,-41%,High,100,1.44,4.76,3%
diamond fashion ring,USD,880,0%,-12%,High,100,1.15,3.54,9%
rustic mens wedding bands,USD,880,-18%,0%,High,100,1.17,4.53,< 1%
emerald cut wedding set,USD,880,0%,-12%,High,100,1.12,4.37,4%
semi mount rings,USD,880,14%,39%,High,100,1.22,5.24,83%
cheap real diamond rings,USD,880,-12%,0%,High,100,1.28,4.31,42%
brilliant rings,USD,880,-32%,49%,High,100,2.42,9.63,1%
gold halo engagement rings,USD,880,39%,14%,High,100,1.43,4.15,2%
vintage engagement ring settings,USD,880,0%,0%,High,100,1.16,3.91,1%
vine wedding band,USD,880,0%,-12%,High,100,1.24,3.81,1%
marquise solitaire ring,USD,880,0%,39%,High,100,2.00,5.92,3%
yellow gold diamond wedding band,USD,880,14%,14%,High,100,1.36,5.05,20%
blue stone engagement ring,USD,880,-18%,-18%,High,100,1.49,4.14,2%
wedding rings cheap but real,USD,880,48%,81%,High,100,0.63,2.10,12%
wedding sets on sale,USD,880,0%,-18%,High,100,0.63,3.83,60%
emerald cut sapphire engagement rings,USD,880,-41%,-18%,High,100,1.72,5.04,< 1%
rose cut engagement ring,USD,880,-28%,-18%,High,100,1.48,4.75,11%
radiant wedding band,USD,880,-12%,0%,High,100,1.83,5.74,< 1%
lab grown diamond 3 carat,USD,880,0%,23%,High,84,1.84,5.40,4%
tanzanite wedding ring,USD,880,0%,0%,High,100,1.02,4.33,3%
alternative stone engagement rings,USD,880,-28%,-18%,High,100,0.87,2.79,< 1%
emerald wedding ring sets,USD,880,-12%,0%,High,100,1.19,4.23,3%
marquise ring setting,USD,880,-12%,-12%,High,100,1.49,3.95,2%
alexandrite wedding band,USD,880,0%,0%,High,100,1.19,3.71,2%
colored stone engagement rings,USD,880,-18%,0%,High,100,1.33,3.16,1%
oval engagement ring gold band,USD,880,-28%,-18%,High,100,1.78,5.44,< 1%
hexagon diamond ring,USD,880,-32%,22%,High,100,1.61,3.52,< 1%
simple elegant engagement rings,USD,880,0%,22%,High,100,1.60,3.64,1%
white diamond ring,USD,880,-33%,-18%,High,100,1.27,3.18,6%
1.5 carat ring,USD,880,-12%,0%,High,100,1.72,5.38,1%
harry potter wedding rings,USD,880,-33%,-33%,High,95,0.32,2.17,< 1%
coffin engagement ring,USD,880,-18%,-18%,High,100,1.10,3.97,< 1%
matching promise rings for couples,USD,880,-12%,0%,High,100,0.45,1.80,2%
emerald cut with baguettes,USD,880,0%,-12%,High,100,1.71,5.15,
pink tourmaline engagement ring,USD,880,-63%,-19%,High,100,1.34,4.54,< 1%
1.5 carat diamond price,USD,880,0%,0%,High,90,1.10,3.11,< 1%
two stone diamond ring,USD,880,-12%,22%,High,100,1.44,4.51,70%
antique diamond earrings,USD,880,0%,0%,High,100,0.65,2.09,3%
gold sapphire engagement rings,USD,880,-32%,0%,High,100,1.49,4.25,< 1%
chunky engagement ring,USD,880,14%,39%,High,100,1.15,3.36,< 1%
tanzanite wedding band,USD,880,0%,0%,High,100,1.02,4.33,3%
affordable engagement rings under $200,USD,880,22%,49%,High,100,0.53,2.69,2%
obsidian wedding band,USD,880,-18%,-18%,High,100,1.02,3.32,1%
1 carat round diamond ring,USD,880,-18%,-18%,High,100,1.57,4.71,3%
vintage moissanite engagement rings,USD,880,-33%,-33%,High,100,0.86,3.60,1%
four c's of diamonds,USD,880,-18%,-18%,Medium,57,0.97,3.57,4%
sunstone engagement ring,USD,880,0%,0%,High,82,1.16,3.38,< 1%
workout wedding rings,USD,880,-18%,-28%,High,100,0.71,2.62,
moissanite custom jewelry,USD,880,-18%,-18%,High,100,0.73,2.48,< 1%
damascus mens ring,USD,880,0%,-12%,High,100,1.18,3.36,
oval engagement ring with side stones,USD,880,0%,22%,High,100,2.00,6.10,1%
adjustable wedding rings,USD,880,-18%,-41%,High,100,0.25,2.85,2%
vintage ring settings,USD,880,0%,0%,High,100,0.71,2.65,< 1%
moissanite ring price,USD,880,-52%,-19%,High,100,0.43,1.83,1%
gold radiant cut engagement rings,USD,880,-12%,49%,High,100,2.00,5.70,1%
rose gold chocolate diamond ring,USD,880,-18%,-28%,High,100,1.10,3.67,7%
princess cut diamond ring gold,USD,880,-12%,22%,High,100,1.23,3.40,4%
14 carat diamond ring,USD,880,30%,120%,High,100,1.25,3.42,3%
ruby and diamond wedding band,USD,880,0%,0%,High,100,1.24,5.08,11%
split shank ring,USD,880,-12%,22%,High,100,1.96,7.00,< 1%
2 stone diamond ring,USD,880,-12%,22%,High,100,1.44,4.51,70%
mens white gold band,USD,880,0%,22%,High,100,1.00,3.35,14%
emerald green wedding ring,USD,880,-32%,-32%,High,100,1.33,4.01,1%
engagement ring necklace,USD,880,-23%,14%,High,100,0.60,2.56,
mens camo wedding bands,USD,880,-12%,0%,High,93,0.69,2.66,
classic diamond ring,USD,880,-18%,23%,High,100,1.68,4.73,< 1%
gold pear engagement rings,USD,880,-32%,22%,High,100,1.88,4.86,1%
solitaire setting,USD,880,-12%,0%,High,100,2.00,7.80,5%
cute wedding rings,USD,880,0%,-12%,High,100,0.91,2.70,< 1%
3 carat oval ring,USD,880,0%,0%,High,100,1.94,5.42,4%
copper mens wedding band,USD,880,0%,14%,High,100,1.04,3.30,< 1%
vvs1 moissanite,USD,880,0%,14%,High,100,0.70,3.14,< 1%
mens ring set,USD,880,-18%,-18%,High,100,0.70,2.96,< 1%
1 2 carat diamond price,USD,880,14%,0%,High,87,0.83,2.50,2%
elysium black diamond ring,USD,880,-33%,-75%,High,100,0.21,5.70,3%
platinum and diamond wedding band,USD,880,-12%,22%,High,100,1.51,5.39,7%
marquise sapphire ring,USD,880,-12%,22%,High,100,1.07,3.17,1%
2 ct ring,USD,880,-12%,0%,High,100,1.59,3.92,6%
diamonds for men,USD,880,0%,49%,High,100,1.23,4.41,12%
emerald cut engagement rings 3 carat,USD,880,-12%,22%,High,100,2.00,5.50,2%
solitaire wedding ring set,USD,880,-12%,-12%,High,100,1.05,4.54,22%
bezel set moissanite ring,USD,880,-28%,-18%,High,100,0.84,2.73,< 1%
3 carat natural diamond,USD,880,-12%,49%,High,100,1.48,3.88,2%
3 ct emerald cut engagement rings,USD,880,-12%,22%,High,100,2.00,5.50,2%
art nouveau engagement ring,USD,880,0%,39%,High,100,0.84,3.49,< 1%
marriage bands,USD,880,-18%,-18%,High,99,1.20,3.99,2%
citrine jewelry set,USD,880,-92%,-35%,High,100,0.38,2.37,
vintage gold wedding band,USD,880,-23%,14%,High,100,0.61,2.74,2%
2.5 carat ring,USD,880,0%,-12%,High,100,1.74,3.76,2%
cttw diamond,USD,880,0%,-12%,High,98,1.02,4.61,7%
hammered wedding ring,USD,880,0%,-12%,High,100,1.49,4.32,12%
2 carat elongated cushion cut,USD,880,0%,-18%,High,100,2.18,5.53,< 1%
cluster wedding ring,USD,880,-12%,-12%,High,100,1.20,3.93,2%
melanie casey ring,USD,880,-45%,-28%,High,100,1.69,6.32,< 1%
radiant wedding ring,USD,880,-12%,0%,High,100,1.83,5.74,< 1%
cluster wedding band,USD,880,-12%,-12%,High,100,1.20,3.93,2%
marquise diamond wedding set,USD,880,-12%,22%,High,100,1.08,4.98,18%
vine wedding ring,USD,880,0%,-12%,High,100,1.24,3.81,1%
